anime_id,Name,English name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Studios,Source,Duration,Rating,Image URL
29,.hack//Sign,.hack//Sign,6.95,"Adventure, Fantasy, Mystery","A young wavemaster, only known by the alias of Tsukasa, wakes up in an MMORPG called The World, with slight amnesia. He does not know what he has previously done before he woke up. In The World, the Crimson Knights suspects him of being a hacker, as he was seen accompanying a tweaked character in the form of a cat. Unable to log out from the game, he wanders around looking for answers, avoiding the knights and other players he meets along the way.

As Tsukasa explores The World, he stumbles upon a magical item that takes the form of a ""guardian,"" which promises him protection from all harm. Subaru, the leader of the Crimson Knights, along with several other players who became acquainted with Tsukasa, set out to investigate why Tsukasa is unable to log out, and attempt to get to the bottom of the problem before it gets out of hand.",TV,26,"Apr 4, 2002 to Sep 26, 2002",spring 2002,Finished Airing,Bee Train,Original,24 min per ep,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1443/94665.jpg
30,Aa! Megami-sama!,Oh! My Goddess,7.29,"Comedy, Romance, Supernatural","When college student Keiichi Morisato dials the wrong number while ordering for some food at his dormitory, he accidentally gets connected to the Goddess Hotline and a beautiful goddess named Belldandy appears out of a mirror in front of him. After getting kicked out of the dorm, Keiichi and Belldandy move to an old shrine and soon afterwards, Belldandy's sisters Urd and Skuld move in.",OVA,5,"Feb 21, 1993 to May 17, 1994",UNKNOWN,Finished Airing,AIC,Manga,30 min per ep,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/11/71215.jpg
31,Aa! Megami-sama! (TV),Ah! My Goddess,7.32,"Comedy, Romance, Supernatural","In a world where humans can have their wish granted via the Goddess Help Hotline, a human, Keiichi Morisato, summons the Goddess Belldandy by accident and jokes that she should stay with him forever. Unfortunately for him, his ""wish"" is granted.

Suddenly, Keiichi is now living with this gorgeous woman all alone, causing him to be kicked out of the all-male dormitory he was staying in. But soon, after they find lodging in a Buddhist temple, Keiichi and Belldandy's relationship begins to blossom. Although they are both awkward and rather uncomfortable with one another at first, what awaits these two strangers could turn out to be an unexpected romance.",TV,24,"Jan 7, 2005 to Jul 8, 2005",winter 2005,Finished Airing,AIC,Manga,24 min per ep,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1976/99376.jpg
32,Tenshi Kinryouku,Angel Sanctuary,6.27,"Action, Drama, Romance, Supernatural","Setsuna Mudo is a 16-year-old high school student just trying to get by without running afoul of his bullying seniors. It doesn't help that he's in love with his younger sister, Sara, who only sees him once a month. But there's more to his life than just keeping his head down.

Setsuna is ambushed by mysterious beings, angels, and demons, all professing to know his true destiny. The angels say he is the reincarnation of their leader Alexiel, while the demons claim he led them to war against God himself.

As Setsuna struggles with his identity in such strange times, the eternal conflict between Heaven and Hell threatens to reignite. Will he be prepared when it does?",OVA,3,"May 25, 2000 to Aug 25, 2000",UNKNOWN,Finished Airing,Hal Film Maker,Manga,29 min per ep,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/11/45208.jpg
33,Kidou Tenshi Angelic Layer,Battle Doll Angelic Layer,7.26,"Award Winning, Comedy, Drama, Sci-Fi, Sports","12-year-old Misaki Suzuhara has just gotten involved in Angelic Layer, a battling game using electronic dolls called angels. Even as a newbie, Misaki shows advanced skills as she meets new friends and enters Angelic Layer tournaments to fight the greatest Angelic Layer champions of the nation.",TV,26,"Apr 1, 2001 to Sep 23, 2001",spring 2001,Finished Airing,Bones,Manga,24 min per ep,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1192/113699.jpg
34,Ai Yori Aoshi,Ai Yori Aoshi,7.11,"Comedy, Drama, Romance","Kaoru Hanabishi, a college student who lives alone, met a beautiful but bewildered girl dressed in a kimono at a train station. He volunteered to guide her way to the address she was looking for, which happened to be in his neighborhood, but turned out to be an empty lot. Not knowing what to do next, Kaoru invited the devastated girl to his apartment and asked for any additional clues to her destination. She supplied him with a photo of two children whom Kaoru immediately identified as himself and Aoi Sakuraba, his childhood friend. It turned out that the girl in front of him is Aoi Sakuraba herself, his betrothed fiancee who came all the way to Tokyo to marry him. Her revelation was not only surprising but also reminded the deepest part of Kaoru's memory for why he left the Hanabishi family in the first place.",TV,24,"Apr 11, 2002 to Sep 26, 2002",spring 2002,Finished Airing,J.C.Staff,Manga,23 min per ep,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/7/10172.jpg
35,Appleseed (Movie),UNKNOWN,7.06,"Action, Drama, Sci-Fi","Growing out of the chaos of a global war, the city of Utopia is populated by humans and bioroids (artificial humans). On the surface, everything is harmonious, but tensions lurk. Into this seemingly perfect society comes a survivor of the wars, Deunan Knute, who carries a legacy that will turn out to be of critical importance to the future of humanity. 

(Source: ANN)",Movie,1,"Apr 17, 2004",UNKNOWN,Finished Airing,Digital Frontier,Manga,1 hr 45 min,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/9/57231.jpg
36,Arc the Lad,UNKNOWN,6.51,"Action, Adventure, Fantasy, Horror, Sci-Fi","The story follows Elk, a bounty hunter in some strange futuristic world. On this world archaic but advanced technology exists side by side with primitive attitudes, beasts and magic. In other words it's got a bit of everything. It also has an evil conspiracy who are able to produce powerful monsters called chimera, who can also appear as human. Naturally it is not long before Elk has rescued a young female beast-master and gained himself some serious enemies. 

(Source: ANN)",TV,26,"Apr 5, 1999 to Oct 11, 1999",spring 1999,Finished Airing,Bee Train,Game,22 min per ep,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/3/49041.jpg
37,Avenger,UNKNOWN,5.86,"Adventure, Fantasy, Sci-Fi","Mars has been colonized and is a world where children have been replaced by robot servants known as ""dolls."" Layla is a skilled fighter with a tragic past who travels about the world. Her companions are Nei, a strange and unique doll with some unknown ties to Layla, and Speedy, who is a doll breeder. The founders of Mars see the trio as a threat to their world, and each time they attack Layla and Nei a bit more of their mysterious past and future is revealed.",TV,13,"Oct 2, 2003 to Dec 25, 2003",fall 2003,Finished Airing,Bee Train,Original,24 min per ep,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/13/19921.jpg
38,Beck,Beck: Mongolian Chop Squad,8.29,"Comedy, Drama, Slice of Life","Fourteen-year-old Yukio ""Koyuki"" Tanaka is a dispirited young boy with no goals in life. However, this all changes when Koyuki saves a strange-looking dog named Beck from being harassed by a group of local kids. The dog's owner, 16-year-old Ryuusuke ""Ray"" Minami, is an emerging guitarist and the former member of a popular rock band. 

After Koyuki meets Ray again in a diner, the older boy leads him to his former band's meeting place and dazzles Koyuki with his amazing guitar skills. Slowly becoming interested in the glamour of western rock culture, Koyuki decides to start playing the guitar while helping Ray achieve his dream of leading the ultimate rock band. Together with Ray's younger sister Maho and a few other members, the two boys launch their career into the world of rock by forming a band called BECK. Beck follows the group's struggles and successes as they spread their fame across Japan.",TV,26,"Oct 7, 2004 to Mar 31, 2005",fall 2004,Finished Airing,Madhouse,Manga,25 min per ep,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/11/11636.jpg
39,Blue Gender,Blue Gender,7.03,"Adventure, Drama, Horror, Romance, Sci-Fi","Blue Gender takes place in the not too distant future in a world where things have gone terribly wrong for humanity. Humans have been replaced at the top of the food chain by the Blue, a race of bug-like aliens that have colonized Earth and pushed humans aside. A space station, Second Earth, has been constructed as a safe haven for humans, with the hope of one day reclaiming the Earth once more.

Yuji Kaido was cryogenically frozen, having been suffering from a disease known as B-Cells. Once awakened, he joins a team of soldiers that have come to Earth to extract him. Unfortunately, nothing goes according to plan as they make their way back to Second Earth.

Yuji will have to deal with the horrors of fighting a bloody war as he and the fighters from Second Earth look to survive. Will they be able to win back Earth without losing their humanity?",TV,26,"Oct 8, 1999 to Mar 31, 2000",fall 1999,Finished Airing,AIC,Original,23 min per ep,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/1/2023.jpg
40,Chobits,Chobits,7.4,"Comedy, Drama, Romance, Sci-Fi, Ecchi","When computers start to look like humans, can love remain the same?

Hideki Motosuwa is a young country boy who is studying hard to get into college. Coming from a poor background, he can barely afford the expenses, let alone the newest fad: Persocoms, personal computers that look exactly like human beings. One evening while walking home, he finds an abandoned Persocom. After taking her home and managing to activate her, she seems to be defective, as she can only say one word, ""Chii,"" which eventually becomes her name. Unlike other Persocoms, however, Chii cannot download information onto her hard drive, so Hideki decides to teach her about the world the old-fashioned way, while studying for his college entrance exams at the same time.

Along with his friends, Hideki tries to unravel the mystery of Chii, who may be a ""Chobit,"" an urban legend about special units that have real human emotions and thoughts, and love toward their owner. But can romance flourish between a Persocom and a human?",TV,26,"Apr 3, 2002 to Sep 25, 2002",spring 2002,Finished Airing,Madhouse,Manga,24 min per ep,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/4/24648.jpg
